,date,Open,High,Low,Close,Adj Close,Volume,Pct_change,username,tweet,tweet_lc,tweet_without_stopwords,ts_polarity,subjetividade,analise,tokenized_text,text_lemmatized,media_pol,media_sub,ts_volume
10,2020-01-10,115948.0,116745.0,114952.0,115503.0,115503.0,4783400,-0.0038293358172268865,minsaude,"➕  abriu chamada pública para seleção de projetos de pesquisa para o combate à tuberculose no âmbito dos BRICS (Brasil, Rússia, Índia, China e África do Sul).   ✅A ideia é apoiar projetos e pesquisas com inovação na área. Participe!    ","➕  abriu chamada pública para seleção de projetos de pesquisa para o combate à tuberculose no âmbito dos brics (brasil, rússia, índia, china e áfrica do sul).   ✅a ideia é apoiar projetos e pesquisas com inovação na área. participe!    ","➕  abriu chamada pública  seleção  projetos  pesquisa   combate  tuberculose  âmbito  brics (brasil, rússia, índia, china  áfrica  sul).   ✅ ideia  apoiar projetos  pesquisas  inovação  área. participe!    ",0.0,0.0666666666666666,Neutro,"['➕', 'abriu', 'chamada', 'pública', 'seleção', 'projetos', 'pesquisa', 'combate', 'tuberculose', 'âmbito', 'brics', '(', 'brasil', ',', 'rússia', ',', 'índia', ',', 'china', 'áfrica', 'sul', ')', '.', '✅', 'ideia', 'apoiar', 'projetos', 'pesquisas', 'inovação', 'área', '.', 'participe', '!']","['➕', 'abriu', 'chamada', 'pública', 'seleção', 'projetos', 'pesquisa', 'combate', 'tuberculose', 'âmbito', 'brics', '(', 'brasil', ',', 'rússia', ',', 'índia', ',', 'china', 'áfrica', 'sul', ')', '.', '✅', 'ideia', 'apoiar', 'projetos', 'pesquisas', 'inovação', 'área', '.', 'participe', '!']",0.0,0.0266666666666666,5.0
11,2020-01-13,115503.0,117333.0,115503.0,117325.0,117325.0,5685100,0.015774482048085403,minsaude,PESQUISA EM CHIKUNGUNYA |   👉II Encontro da Rede Replick apresentou avanços no conhecimento sobre a doença para melhoria do diagnóstico e tratamentos que poderão ser incorporados pelo Sistema Único de Saúde (SUS).  Leia mais:    ,pesquisa em chikungunya |   👉ii encontro da rede replick apresentou avanços no conhecimento sobre a doença para melhoria do diagnóstico e tratamentos que poderão ser incorporados pelo sistema único de saúde (sus).  leia mais:    ,pesquisa  chikungunya |   👉ii encontro  rede replick apresentou avanços  conhecimento sobre  doença  melhoria  diagnóstico  tratamentos  poderão ser incorporados  sistema único  saúde (sus).  leia :    ,-0.0714285714285714,0.2142857142857142,Negativo,"['pesquisa', 'chikungunya', '|', '👉ii', 'encontro', 'rede', 'replick', 'apresentou', 'avanços', 'conhecimento', 'sobre', 'doença', 'melhoria', 'diagnóstico', 'tratamentos', 'poderão', 'ser', 'incorporados', 'sistema', 'único', 'saúde', '(', 'sus', ')', '.', 'leia', ':']","['pesquisa', 'chikungunya', '|', '👉ii', 'encontro', 'rede', 'replick', 'apresentou', 'avanços', 'conhecimento', 'sobre', 'doença', 'melhoria', 'diagnóstico', 'tratamentos', 'poderão', 'ser', 'incorporados', 'sistema', 'único', 'saúde', '(', 'sus', ')', '.', 'leia', ':']",-0.3142857142857143,0.4761904761904762,3.0
12,2020-01-13,115503.0,117333.0,115503.0,117325.0,117325.0,5685100,0.015774482048085403,canalsaude,"Estação Comandante Ferraz, base de pesquisa do país no continente, será reinaugurada amanhã  ","estação comandante ferraz, base de pesquisa do país no continente, será reinaugurada amanhã  ","estação comandante ferraz, base  pesquisa  país  continente,  reinaugurada amanhã  ",-0.8,1.0,Negativo,"['estação', 'comandante', 'ferraz', ',', 'base', 'pesquisa', 'país', 'continente', ',', 'reinaugurada', 'amanhã']","['estação', 'comandante', 'ferraz', ',', 'base', 'pesquisa', 'país', 'continente', ',', 'reinaugurada', 'amanhã']",-0.3142857142857143,0.4761904761904762,3.0
13,2020-01-14,117325.0,117705.0,116610.0,117632.0,117632.0,5361700,0.002616663115277973,,,,,,,,,,,,
14,2020-01-15,117632.0,117632.0,116188.0,116414.0,116414.0,5569400,-0.010354325353645222,minsaude,"O Fiolab, laboratório exclusivo e permanente da Fundação Oswaldo Cruz () vai integrar a nova estação brasileira de pesquisa Comandante Ferraz, na Antártica. Saiba mais:    ","o fiolab, laboratório exclusivo e permanente da fundação oswaldo cruz () vai integrar a nova estação brasileira de pesquisa comandante ferraz, na antártica. saiba mais:    "," fiolab, laboratório exclusivo  permanente  fundação oswaldo cruz () vai integrar  nova estação brasileira  pesquisa comandante ferraz,  antártica. saiba :    ",0.1363636363636363,0.4545454545454545,Positivo,"['fiolab', ',', 'laboratório', 'exclusivo', 'permanente', 'fundação', 'oswaldo', 'cruz', '(', ')', 'vai', 'integrar', 'nova', 'estação', 'brasileira', 'pesquisa', 'comandante', 'ferraz', ',', 'antártica', '.', 'saiba', ':']","['fiolab', ',', 'laboratório', 'exclusivo', 'permanente', 'fundação', 'oswaldo', 'cruz', '(', ')', 'vai', 'integrar', 'nova', 'estação', 'brasileira', 'pesquisa', 'comandante', 'ferraz', ',', 'antártica', '.', 'saiba', ':']",0.0181818181818181,0.393939393939394,6.0
15,2020-01-15,117632.0,117632.0,116188.0,116414.0,116414.0,5569400,-0.010354325353645222,minsaude,"A pesquisa da  na Antártica busca tb investigar ameaças e oportunidades que os microrganismos da região podem oferecer à saúde humana. Buscarão novos vírus, fungos e bactérias que poderão surgir a partir do degelo da calota polar  ","a pesquisa da  na antártica busca tb investigar ameaças e oportunidades que os microrganismos da região podem oferecer à saúde humana. buscarão novos vírus, fungos e bactérias que poderão surgir a partir do degelo da calota polar  "," pesquisa    antártica busca tb investigar ameaças  oportunidades   microrganismos  região podem oferecer  saúde humana. buscarão novos vírus, fungos  bactérias  poderão surgir  partir  degelo  calota polar  ",0.0681818181818181,0.2772727272727273,Positivo,"['pesquisa', 'antártica', 'busca', 'tb', 'investigar', 'ameaças', 'oportunidades', 'microrganismos', 'região', 'podem', 'oferecer', 'saúde', 'humana', '.', 'buscarão', 'novos', 'vírus', ',', 'fungos', 'bactérias', 'poderão', 'surgir', 'partir', 'degelo', 'calota', 'polar']","['pesquisa', 'antártica', 'busca', 'tb', 'investigar', 'ameaças', 'oportunidades', 'microrganismos', 'região', 'podem', 'oferecer', 'saúde', 'humana', '.', 'buscarão', 'novos', 'vírus', ',', 'fungos', 'bactérias', 'poderão', 'surgir', 'partir', 'degelo', 'calota', 'polar']",0.0181818181818181,0.393939393939394,6.0
16,2020-01-15,117632.0,117632.0,116188.0,116414.0,116414.0,5569400,-0.010354325353645222,minsaude,"Já começou a Pesquisa Vigitel 2020! A pesquisa mede os fatores de risco das doenças mais comuns no Brasil, como aquelas relacionadas ao coração e respiratórias, além de diabetes. Confira!     ","já começou a pesquisa vigitel 2020! a pesquisa mede os fatores de risco das doenças mais comuns no brasil, como aquelas relacionadas ao coração e respiratórias, além de diabetes. confira!     "," começou  pesquisa vigitel 2020!  pesquisa mede  fatores  risco  doenças  comuns  brasil,   relacionadas  coração  respiratórias, além  diabetes. confira!     ",-0.15,0.45,Negativo,"['começou', 'pesquisa', 'vigitel', '2020', '!', 'pesquisa', 'mede', 'fatores', 'risco', 'doenças', 'comuns', 'brasil', ',', 'relacionadas', 'coração', 'respiratórias', ',', 'além', 'diabetes', '.', 'confira', '!']","['começou', 'pesquisa', 'vigitel', '2020', '!', 'pesquisa', 'mede', 'fatores', 'risco', 'doenças', 'comuns', 'brasil', ',', 'relacionadas', 'coração', 'respiratórias', ',', 'além', 'diabetes', '.', 'confira', '!']",0.0181818181818181,0.393939393939394,6.0
17,2020-01-16,116415.0,117106.0,115961.0,116704.0,116704.0,5422700,0.0024911093167487852,,,,,,,,,,,,
18,2020-01-17,116710.0,118479.0,116710.0,118478.0,118478.0,4947200,0.015200850013709966,minsaude,"""- Alô? Quem fala📞? - É o ! Quer ajudar na pesquisa Vigitel 2020? ☎️""  O  realiza a principal pesquisa no país sobre os fatores de risco da saúde dos brasileiros e as principais causas de mortes no Brasil.  Saiba mais sobre a pesquisa:    ","""- alô? quem fala📞? - é o ! quer ajudar na pesquisa vigitel 2020? ☎️""  o  realiza a principal pesquisa no país sobre os fatores de risco da saúde dos brasileiros e as principais causas de mortes no brasil.  saiba mais sobre a pesquisa:    ","""- alô?  fala📞? -   ! quer ajudar  pesquisa vigitel 2020? ☎️""    realiza  principal pesquisa  país sobre  fatores  risco  saúde  brasileiros   principais causas  mortes  brasil.  saiba  sobre  pesquisa:    ",0.1666666666666666,0.3333333333333333,Positivo,"['``', '-', 'alô', '?', 'fala📞', '?', '-', '!', 'quer', 'ajudar', 'pesquisa', 'vigitel', '2020', '?', '☎️', ""''"", 'realiza', 'principal', 'pesquisa', 'país', 'sobre', 'fatores', 'risco', 'saúde', 'brasileiros', 'principais', 'causas', 'mortes', 'brasil', '.', 'saiba', 'sobre', 'pesquisa', ':']","['``', '-', 'alô', '?', 'fala📞', '?', '-', '!', 'quer', 'ajudar', 'pesquisa', 'vigitel', '2020', '?', '☎️', ""''"", 'realiza', 'principal', 'pesquisa', 'país', 'sobre', 'fatores', 'risco', 'saúde', 'brasileiros', 'principais', 'causa', 'mortes', 'brasil', '.', 'saiba', 'sobre', 'pesquisa', ':']",0.1666666666666666,0.3333333333333333,2.0
19,2020-01-20,118478.0,118862.0,117928.0,118862.0,118862.0,3843500,0.0032411080538159442,,,,,,,,,,,,
20,2020-01-21,118861.0,118861.0,117026.0,117026.0,117026.0,5085600,-0.01544648415809935,,,,,,,,,,,,
21,2020-01-22,117035.0,118401.0,117035.0,118391.0,118391.0,5765700,0.011664074650077794,,,,,,,,,,,,
22,2020-01-23,118391.0,119535.0,116906.0,119528.0,119528.0,6572400,0.00960377055688344,,,,,,,,,,,,
23,2020-01-24,119528.0,119593.0,118108.0,118376.0,118376.0,4778700,-0.009637909109162734,conassoficial,Novo estudo encontra 102 genes associados ao autismo em maior pesquisa do gênero _Saude  Cientistas acreditam que novos medicamentos para tratar o transtorno serão desenvolvidos a partir da descoberta  ,novo estudo encontra 102 genes associados ao autismo em maior pesquisa do gênero _saude  cientistas acreditam que novos medicamentos para tratar o transtorno serão desenvolvidos a partir da descoberta  ,novo estudo encontra 102 genes associados  autismo  maior pesquisa  gênero _saude  cientistas acreditam  novos medicamentos  tratar  transtorno  desenvolvidos  partir  descoberta  ,0.1088068181818181,0.4272727272727273,Positivo,"['novo', 'estudo', 'encontra', '102', 'genes', 'associados', 'autismo', 'maior', 'pesquisa', 'gênero', '_saude', 'cientistas', 'acreditam', 'novos', 'medicamentos', 'tratar', 'transtorno', 'desenvolvidos', 'partir', 'descoberta']","['novo', 'estudo', 'encontra', '102', 'gene', 'associados', 'autismo', 'maior', 'pesquisa', 'gênero', '_saude', 'cientistas', 'acreditam', 'novos', 'medicamentos', 'tratar', 'transtorno', 'desenvolvidos', 'partir', 'descoberta']",0.1088068181818181,0.4272727272727273,1.0
24,2020-01-27,118347.0,118347.0,114376.0,114482.0,114482.0,6097800,-0.03289518145570047,,,,,,,,,,,,
25,2020-01-28,114482.0,116797.0,114475.0,116479.0,116479.0,5229400,0.01744379029017673,conassoficial,"Infecção por novo coronavírus pode ser assintomática, indica estudo   Pesquisa feita com família infectada em cidade chinesa mostra que um dos integrantes foi diagnosticado com o vírus, mas não teve manifestação da doença  ","infecção por novo coronavírus pode ser assintomática, indica estudo   pesquisa feita com família infectada em cidade chinesa mostra que um dos integrantes foi diagnosticado com o vírus, mas não teve manifestação da doença  ","infecção  novo coronavírus pode ser assintomática, indica estudo   pesquisa feita  família infectada  cidade chinesa mostra    integrantes  diagnosticado   vírus,    manifestação  doença  ",0.0681818181818181,0.2272727272727273,Positivo,"['infecção', 'novo', 'coronavírus', 'pode', 'ser', 'assintomática', ',', 'indica', 'estudo', 'pesquisa', 'feita', 'família', 'infectada', 'cidade', 'chinesa', 'mostra', 'integrantes', 'diagnosticado', 'vírus', ',', 'manifestação', 'doença']","['infecção', 'novo', 'coronavírus', 'pode', 'ser', 'assintomática', ',', 'indica', 'estudo', 'pesquisa', 'feita', 'família', 'infectada', 'cidade', 'chinesa', 'mostra', 'integrantes', 'diagnosticado', 'vírus', ',', 'manifestação', 'doença']",0.0681818181818181,0.2272727272727273,1.0
26,2020-01-29,116494.0,117171.0,115164.0,115385.0,115385.0,5097800,-0.009392250963693005,,,,,,,,,,,,
27,2020-01-30,115375.0,115528.0,112825.0,115528.0,115528.0,6315600,0.001239329202235906,lhmandetta,"A Câmara de Saúde 4.0 fortalece nosso compromisso com a pesquisa e inovação visando à melhoria efetiva da informatização do SUS. Mais uma ação efetiva do governo . Estamos avançando, 🇧🇷!","a câmara de saúde 4.0 fortalece nosso compromisso com a pesquisa e inovação visando à melhoria efetiva da informatização do sus. mais uma ação efetiva do governo . estamos avançando, 🇧🇷!"," câmara  saúde 4.0 fortalece  compromisso   pesquisa  inovação visando  melhoria efetiva  informatização  sus.   ação efetiva  governo .  avançando, 🇧🇷!",0.4416666666666666,0.5666666666666668,Positivo,"['câmara', 'saúde', '4.0', 'fortalece', 'compromisso', 'pesquisa', 'inovação', 'visando', 'melhoria', 'efetiva', 'informatização', 'sus', '.', 'ação', 'efetiva', 'governo', '.', 'avançando', ',', '🇧🇷', '!']","['câmara', 'saúde', '4.0', 'fortalece', 'compromisso', 'pesquisa', 'inovação', 'visando', 'melhoria', 'efetiva', 'informatização', 'sus', '.', 'ação', 'efetiva', 'governo', '.', 'avançando', ',', '🇧🇷', '!']",0.3041666666666667,0.5236111111111112,4.0
28,2020-01-30,115375.0,115528.0,112825.0,115528.0,115528.0,6315600,0.001239329202235906,minsaude,"💻🧪🔬O  fortalece a busca por soluções tecnologicas para a saúde. Hoje, o  e o  lançaram a Câmara da Saúde 4.0, onde instituições públicas, privadas e de pesquisa debatem ideias inovadoras. Saiba mais no portal   ConecteSUS  ","💻🧪🔬o  fortalece a busca por soluções tecnologicas para a saúde. hoje, o  e o  lançaram a câmara da saúde 4.0, onde instituições públicas, privadas e de pesquisa debatem ideias inovadoras. saiba mais no portal   conectesus  ","💻🧪🔬  fortalece  busca  soluções tecnologicas   saúde. hoje,      lançaram  câmara  saúde 4.0, onde instituições públicas, privadas   pesquisa debatem ideias inovadoras. saiba   portal   conectesus  ",0.1666666666666666,0.4805555555555556,Positivo,"['💻🧪🔬', 'fortalece', 'busca', 'soluções', 'tecnologicas', 'saúde', '.', 'hoje', ',', 'lançaram', 'câmara', 'saúde', '4.0', ',', 'onde', 'instituições', 'públicas', ',', 'privadas', 'pesquisa', 'debatem', 'ideias', 'inovadoras', '.', 'saiba', 'portal', 'conectesus']","['💻🧪🔬', 'fortalece', 'busca', 'soluções', 'tecnologicas', 'saúde', '.', 'hoje', ',', 'lançaram', 'câmara', 'saúde', '4.0', ',', 'onde', 'instituições', 'públicas', ',', 'privadas', 'pesquisa', 'debatem', 'ideias', 'inovadoras', '.', 'saiba', 'portal', 'conectesus']",0.3041666666666667,0.5236111111111112,4.0
29,2020-01-31,115518.0,115518.0,113148.0,113761.0,113761.0,6219900,-0.015294993421508196,minsaude,"FakeNew ⚠ A UFRJ não tem condições técnicas para realizar tal pesquisa porque ainda não temos o novo coronavírus isolado no Brasil. Além disso, não há evidências científicas de que o novocoronavírus provoque esses danos cerebrais.  Acesse:   Coronavirus  ","fakenew ⚠ a ufrj não tem condições técnicas para realizar tal pesquisa porque ainda não temos o novo coronavírus isolado no brasil. além disso, não há evidências científicas de que o novocoronavírus provoque esses danos cerebrais.  acesse:   coronavirus  ","fakenew ⚠  ufrj   condições técnicas  realizar tal pesquisa porque ainda    novo coronavírus isolado  brasil. além disso,   evidências científicas    novocoronavírus provoque  danos cerebrais.  acesse:   coronavirus  ",0.0454545454545454,0.3515151515151515,Positivo,"['fakenew', '⚠', 'ufrj', 'condições', 'técnicas', 'realizar', 'tal', 'pesquisa', 'porque', 'ainda', 'novo', 'coronavírus', 'isolado', 'brasil', '.', 'além', 'disso', ',', 'evidências', 'científicas', 'novocoronavírus', 'provoque', 'danos', 'cerebrais', '.', 'acesse', ':', 'coronavirus']","['fakenew', '⚠', 'ufrj', 'condições', 'técnicas', 'realizar', 'tal', 'pesquisa', 'porque', 'ainda', 'novo', 'coronavírus', 'isolado', 'brasil', '.', 'além', 'disso', ',', 'evidências', 'científicas', 'novocoronavírus', 'provoque', 'danos', 'cerebrais', '.', 'acesse', ':', 'coronavirus']",0.0454545454545454,0.3515151515151515,2.0
30,2020-02-03,113761.0,115299.0,113467.0,114629.0,114629.0,5512200,0.007630031381580693,,,,,,,,,,,,
31,2020-02-04,114631.0,116556.0,114631.0,115557.0,115557.0,5829400,0.00809568259340998,,,,,,,,,,,,
32,2020-02-05,115563.0,117701.0,115562.0,116028.0,116028.0,7173800,0.004075910589579124,,,,,,,,,,,,
33,2020-02-06,116033.0,117382.0,114723.0,115190.0,115190.0,7382400,-0.00722239459440821,conassoficial,"Ômega-3 reduz morte de neurônios pelo vírus Zika, diz pesquisa    ","ômega-3 reduz morte de neurônios pelo vírus zika, diz pesquisa    ","ômega-3 reduz morte  neurônios  vírus zika, diz pesquisa    ",0.0,0.0,Neutro,"['ômega-3', 'reduz', 'morte', 'neurônios', 'vírus', 'zika', ',', 'diz', 'pesquisa']","['ômega-3', 'reduz', 'morte', 'neurônios', 'vírus', 'zika', ',', 'diz', 'pesquisa']",0.0,0.0,1.0
34,2020-02-07,115190.0,115190.0,113769.0,113770.0,113770.0,6594100,-0.012327458980814332,,,,,,,,,,,,
35,2020-02-10,113771.0,114176.0,112134.0,112570.0,112570.0,7486300,-0.010547596027072115,,,,,,,,,,,,
